"edu_id","match_fam_id","edu_BirthYear","edu_GenderNum","edu_GenderNum.1","edu_ParentOcc","edu_ParentSES","edu_AdmissionYear","edu_YearStart","edu_YearFinish","edu_YearsOut","edu_SchoolLeavingAge","edu_LeaveIslands","edu_CompletedEdu","edu_FurtherEduVOther","edu_StaysCompletedEdu","adult_fam.id","adult_SES","adult_Fertility","deaths_id","deaths_DeathAge"
2933,919,1947,"1","1","Farm.Labourer",52.02,1951,1951,1962,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2475,1004,1929,"1","1","Attendant.at.Club",NA,1934,1934,1942,NA,13,"0","1",NA,1,NA,NA,NA,NA,NA
1593,1004,1898,"0","0","",NA,1907,1907,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2410,496,1926,"1","1","Labourer",34.52,1930,1930,1931,NA,5,"0","1",NA,1,NA,NA,NA,NA,NA
2206,458,1917,"0","0","Labourer",34.52,1923,1923,1931,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2354,534,1916,"0","0","Shop.Walke",53.33,1928,1928,1928,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
1103,39,1877,"1","1","Mason",49.9,1884,1884,1891,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1080,12,1877,"1","1","Carpenter",50,1883,1883,1885,NA,8,"0",NA,NA,NA,NA,NA,NA,NA,NA
1632,1004,1902,"1","1","",NA,1908,1908,1914,NA,12,"0","0","1",NA,NA,NA,NA,NA,NA
2063,1004,1913,"0","0","",NA,1918,1918,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1692,1004,1903,"1","1","",NA,1910,1910,1915,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
1193,117,1879,"1","1","Publican",41.2,1888,1888,1894,NA,15,"0",NA,NA,NA,947,50,2,3123,38
1836,1004,1907,"1","1","",NA,1912,1912,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1654,1004,1901,"1","1","",NA,1909,1909,1915,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2117,410,1914,"1","1","Farmer",51.61,1919,1919,1928,NA,14,"0","1","0",1,NA,NA,NA,3166,29
1189,116,1878,"1","1","Mason",49.9,1888,1888,1889,NA,11,"0",NA,NA,NA,NA,NA,NA,NA,NA
1115,83,1878,"1","1","Coastguard",57.72,1885,1885,1886,NA,8,"0",NA,NA,NA,NA,NA,NA,NA,NA
1819,1004,1905,"1","1","",NA,1909,1909,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
2004,353,1909,"1","1","Skipper",61.88,1916,1916,1918,NA,9,"0",NA,NA,NA,NA,NA,NA,NA,NA
2351,532,NA,"1","1","Priest",74.23,1928,1928,1929,NA,NA,"1","0","1",NA,NA,NA,NA,NA,NA
1129,90,NA,"1","1","Manager",66.98,1886,1886,1888,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1083,32,1876,"1","1","Labourer",34.52,1883,1883,1889,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1341,186,1889,"1","1","Shoemaker",47.38,1896,1896,1902,NA,13,"0","1","0",1,NA,NA,NA,NA,NA
1301,166,1885,"1","1","Lightkeeper",51.63,1894,1894,1897,NA,12,"0",NA,NA,NA,NA,NA,NA,NA,NA
1482,258,1895,"1","1","Coastguard",57.72,1905,1905,1906,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
1176,110,1880,"1","1","Farmer",51.61,1887,1887,1894,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1510,1004,1900,"1","1","",NA,1906,1906,1911,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
1140,86,1878,"1","1","Master.Mariner",61.88,1886,1886,1893,NA,15,"0",NA,NA,NA,NA,NA,NA,NA,NA
2014,359,1904,"1","1","R.N.R.",57.72,1916,1916,1918,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1233,44,1880,"1","1","Labourer",34.52,1890,1890,1892,NA,12,"0",NA,NA,NA,NA,NA,NA,4054,61
1033,31,1874,"1","1","Shopkeeper",50.04,1881,1881,1885,NA,11,"0",NA,NA,NA,NA,NA,NA,NA,NA
1287,1004,1883,"1","1","",NA,1893,1893,1899,NA,16,"0",NA,NA,NA,NA,NA,NA,NA,NA
2885,886,1945,"1","1","Garage.",55.04,1950,1950,1960,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
1367,60,1892,"1","1","Labourer",34.52,1898,1898,1900,NA,8,"0",NA,NA,NA,NA,NA,NA,NA,NA
2114,408,1912,"1","1","Coastguard",57.72,1919,1919,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1130,27,1874,"1","1","Boatman",57.2,1886,1886,1888,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1265,1004,NA,"1","1","",NA,1893,1893,1893,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1294,163,1888,"1","1","Labourer",34.52,1894,1894,1901,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1196,119,1881,"1","1","Carpenter",50,1888,1888,1890,NA,9,"0",NA,NA,NA,NA,NA,NA,NA,NA
1194,118,1880,"1","1","Farmer",51.61,1888,1888,1895,NA,15,"0",NA,NA,NA,1216,51.61,3,4504,51
1693,1004,1903,"1","1","",NA,1910,1910,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
1330,181,1889,"1","1","Customs.Officer",61.5,1896,1896,1900,NA,11,"0",NA,NA,NA,NA,NA,NA,NA,NA
1907,1004,1907,"1","1","",NA,1913,1913,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2905,899,1946,"1","1","Bank.Clerk",71.98,1950,1950,1952,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
2822,845,1942,"1","1","Bank.Cashier",71.98,1948,1948,1954,NA,12,"1","0","1",NA,NA,NA,NA,NA,NA
1165,68,1876,"1","1","Lodgings",60.56,1887,1887,1887,NA,11,"0",NA,NA,NA,NA,NA,NA,NA,NA
1138,92,1876,"1","1","Lodgings",60.56,1886,1886,1887,NA,11,"0",NA,NA,NA,NA,NA,NA,NA,NA
1203,68,1876,"1","1","Lodgings",60.56,1888,1888,1889,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
3019,918,1949,"1","1","Builder",48.27,1953,1953,1964,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
3050,1004,1950,"1","1","Farmer",51.61,1955,1955,1965,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
2907,901,1939,"1","1","Greengrocer",50.04,1950,1950,1951,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
1873,1004,1908,NA,NA,"",NA,1913,1913,1922,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1299,165,1888,NA,NA,"Vestry.Clerke",58.68,1894,1894,1902,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1665,1004,1901,"1","1","",NA,1909,1909,1914,NA,13,"0","1","0",1,NA,NA,NA,NA,NA
2432,591,1924,"1","1","Grocer",50.04,1931,1931,1931,NA,7,"0","1",NA,1,NA,NA,NA,NA,NA
1345,189,1889,"1","1","Farmer",51.61,1896,1896,1903,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
2730,1004,1934,"0","0","Evacuee",NA,1944,1944,1944,NA,10,"1","0","1",NA,NA,NA,NA,NA,NA
1701,1004,1902,"0","0","",NA,1910,1910,1911,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2136,421,1914,"0","0","Engineer",82.83,1920,1920,1920,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
2864,870,1944,"0","0","Fisherman",52.66,1949,1949,1959,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2983,961,1940,"0","0","Decorator",38.33,1953,1953,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2810,834,1942,"0","0","Farm.Worker",52.02,1948,1948,1958,NA,16,"0","1","0",1,NA,NA,NA,NA,NA
2080,389,1905,"0","0","Sailor",50.99,1918,1918,1918,NA,13,"1",NA,NA,NA,NA,NA,NA,NA,NA
2399,566,1924,"0","0","Customs.Officer",61.5,1930,1930,1932,1,8,"1","1","0",NA,NA,NA,NA,NA,NA
1573,293,1897,"0","0","Boots",47.38,1906,1906,1912,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2423,583,1924,"0","0","Coastguard",57.72,1931,1931,1937,NA,13,"0","1",NA,1,NA,NA,NA,NA,NA
2265,486,1920,"0","0","Seaman",50.99,1925,1925,1934,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2386,299,1926,"1","1","Labourer",34.52,1930,1930,1937,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
1786,1004,1906,"1","1","",NA,1910,1910,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
2663,742,1937,"0","0","Labourer",34.52,1942,1942,1949,NA,12,"1","0","1",NA,NA,NA,NA,NA,NA
2857,864,1944,"0","0","Motor.Engineer",82.83,1949,1949,1959,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2840,859,1942,"0","0","Engineer",82.83,1948,1948,1949,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
3048,974,1950,"0","0","Farm.Labourer",52.02,1955,1955,1962,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
1214,19,1881,"1","1","Carpenter",50,1889,1889,1889,NA,8,"0",NA,NA,NA,NA,NA,NA,NA,NA
2049,1004,1908,"1","1","",NA,1917,1917,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2116,1004,1912,"1","1","",NA,1919,1919,1922,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
1680,1004,1902,"1","1","",NA,1910,1910,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
2535,663,1931,"1","1","Builder",48.27,1936,1936,1940,NA,9,"0","1",NA,1,NA,NA,NA,NA,NA
1916,1004,1905,NA,NA,"",NA,1914,1914,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2154,432,1909,"0","0","Blacksmith",46.09,1920,1920,1925,NA,16,"0","1",NA,1,NA,NA,NA,NA,NA
2267,487,1920,"0","0","Seaman",50.99,1925,1925,1934,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1853,269,1908,"0","0","Boatman",57.2,1912,1912,1915,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
1768,1004,1905,"0","0","",NA,1908,1908,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2576,660,1933,"0","0","Labourer",34.52,1938,1938,1948,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2424,566,1927,"0","0","Customs.Officer.",61.5,1931,1931,1932,NA,5,"1",NA,NA,NA,NA,NA,NA,NA,NA
2118,411,1912,"0","0","Clerk",58.68,1919,1919,1927,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
2173,440,1916,"0","0","Sailor",50.99,1921,1921,1930,NA,14,"1",NA,NA,NA,NA,NA,NA,NA,NA
1556,246,1898,"0","0","Labourer",34.52,1906,1906,1911,NA,13,"0","1","0",1,NA,NA,NA,NA,NA
1975,320,1910,"0","0","Captain",79.41,1916,1916,1926,NA,16,"0","1",NA,1,NA,NA,NA,NA,NA
1890,1004,1908,"0","0","",NA,1913,1913,1918,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
1564,288,1898,"0","0","Labourer",34.52,1906,1906,1912,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
2003,1004,1907,"0","0","",NA,1916,1916,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1666,1004,1902,"0","0","",NA,1909,1909,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
1617,1004,1895,"0","0","",NA,1907,1907,1907,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
1857,319,1900,"0","0","Lightkeeper",51.63,1912,1912,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
2624,1004,1930,"0","0","",NA,1940,1940,1940,NA,10,"0","1",NA,1,NA,NA,NA,NA,NA
2603,704,1932,"1","1","Lightkeeper",51.63,1939,1939,1943,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
2473,618,1928,"0","0","Contractor",67.87,1933,1933,1940,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
1697,1004,1904,"1","1","",NA,1910,1910,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1097,73,1878,"1","1","Pilot",61.88,1884,1884,1891,NA,13,"0",NA,NA,NA,1194,51.63,1,NA,NA
1419,228,1891,"1","1","Labourer",34.52,1900,1900,1900,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
1056,21,1876,"1","1","Farmer",51.61,1882,1882,1889,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1126,88,NA,"1","1","Lightkeeper",51.63,1885,1885,1885,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1315,173,1889,"1","1","Publican",41.2,1895,1895,1898,NA,9,"0",NA,NA,NA,NA,NA,NA,NA,NA
2846,1004,1944,"0","0","",NA,1949,1949,1955,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
2960,896,1947,"0","0","Hotelier",58.61,1952,1952,1959,NA,12,"1","0","1",NA,NA,NA,NA,NA,NA
2765,803,1935,"0","0","lab.",34.52,1946,1946,1946,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
2723,675,1939,"0","0","Dock.",50.83,1944,1944,1954,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
1468,252,1897,"1","1","Sailor",50.99,1904,1904,1909,NA,12,"0","1","0",1,NA,NA,NA,NA,NA
1430,137,1894,"1","1","Labourer",34.52,1901,1901,1908,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1687,1004,1902,"1","1","",NA,1910,1910,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1384,212,1893,"1","1","Mason",49.9,1899,1899,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,3324,23
2190,449,1916,"1","1","Labourer",34.52,1922,1922,1930,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1338,185,1889,"1","1","Boatman",57.2,1896,1896,1904,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2198,453,1917,"1","1","Farmer",51.61,1922,1922,1931,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1972,339,1911,"1","1","Farm.Labourer",52.02,1916,1916,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1373,178,1892,"1","1","Labourer",34.52,1898,1898,1900,NA,8,"0",NA,NA,NA,NA,NA,NA,NA,NA
1746,1004,1903,"1","1","",NA,NA,1911,1912,NA,9,"1",NA,NA,NA,NA,NA,NA,4323,77
2800,829,1942,"1","1","Labourer",34.52,1947,1947,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
2189,448,1917,"1","1","Engineer",82.83,1922,1922,1932,2,15,"0","1","0",1,NA,NA,NA,NA,NA
2336,520,1921,"1","1","Bank.Clerk",71.98,1927,1927,1927,NA,6,"0","1",NA,1,NA,NA,NA,NA,NA
2541,616,1930,"1","1","Labourer",34.52,1936,1936,1944,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1254,139,1885,"1","1","Tailoress",51.56,1892,1892,1899,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1087,36,1877,"1","1","Captain",79.41,1884,1884,1891,NA,14,"0",NA,NA,NA,1010,34.52,1,NA,NA
1726,1004,1903,"1","1","",NA,1911,1911,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2278,495,1920,"1","1","Farmer",51.61,1925,1925,1931,NA,11,"0","1",NA,1,NA,NA,NA,NA,NA
1173,108,1880,"1","1","Schoolmaster",58.13,1887,1887,1893,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1239,132,1878,"1","1","Lightkeeper",51.63,1890,1890,1892,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1063,53,1875,"1","1","Labourer",34.52,1883,1883,1885,NA,10,"0",NA,NA,NA,1227,52.02,4,NA,NA
1503,1004,1899,"1","1","",NA,1906,1906,1913,NA,14,"0","1","0",1,NA,NA,NA,3183,65
1411,225,1894,"1","1","Blacksmith",46.09,1900,1900,1907,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1334,1004,NA,"1","1","",NA,1896,1896,1896,NA,NA,"0",NA,NA,NA,1215,57.72,2,NA,NA
1656,1004,1902,"1","1","",NA,1909,1909,1910,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
2517,594,1930,"1","1","Coastguard",57.72,1935,1935,1937,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
1664,1004,1901,"1","1","",NA,1909,1909,1910,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
1142,94,1879,"1","1","Blacksmith",46.09,1886,1886,1892,NA,13,"0",NA,NA,NA,944,46.09,1,NA,NA
1371,203,1891,"1","1","Labourer",34.52,1898,1898,1905,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1201,122,1881,"1","1","Master.Mariner",61.88,1888,1888,1890,NA,9,"0",NA,NA,NA,NA,NA,NA,NA,NA
1427,1004,NA,"1","1","",NA,1901,1901,1901,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1314,172,1888,"1","1","Sailor",50.99,1895,1895,1900,NA,12,"0",NA,NA,NA,NA,NA,NA,NA,NA
2469,451,1927,"1","1","Labourer",34.52,1933,1933,1941,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1826,309,1901,"1","1","Customs.Officer",61.5,1911,1911,1913,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
1185,115,1877,"1","1","Coastguard",57.72,1887,1887,1891,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1257,141,1885,"1","1","Labourer",34.52,1892,1892,1896,NA,11,"0",NA,NA,NA,1207,57.72,2,3440,17
2030,1004,1912,"1","1","",NA,1917,1917,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1109,79,1876,"1","1","Carpenter",50,1885,1885,1891,NA,15,"0",NA,NA,NA,NA,NA,NA,3570,19
2909,903,1941,"1","1","Carpenter",50,1950,1950,1951,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
1160,103,1876,"1","1","Engineer",82.83,1886,1886,1888,NA,12,"0",NA,NA,NA,NA,NA,NA,NA,NA
2929,918,1947,"1","1","Builder",48.27,1951,1951,1961,NA,14,"1","0","1",NA,NA,NA,NA,NA,NA
2368,351,1924,"1","1","Farmer",51.61,1929,1929,1938,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1018,15,1873,"1","1","Boatman",57.2,1879,1879,1886,NA,13,"0",NA,NA,NA,1497,34.52,1,NA,NA
1197,120,1881,"1","1","Mason",49.9,1888,1888,1889,NA,8,"0",NA,NA,NA,NA,NA,NA,NA,NA
1266,146,1887,"1","1","Surveyor",62.72,1893,1893,1893,NA,6,"0",NA,NA,NA,NA,NA,NA,NA,NA
1744,268,1901,"1","1","Boatman",57.2,1911,1911,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
1481,258,1893,"1","1","Coastguard",57.72,1905,1905,1906,NA,13,"1",NA,NA,NA,NA,NA,NA,NA,NA
1810,1004,1907,"1","1","",NA,1911,1911,NA,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA
1368,180,1892,"1","1","Sailor",50.99,1898,1898,1900,NA,8,"0",NA,NA,NA,NA,NA,NA,NA,NA
2365,542,1925,"1","1","Fisherman",52.66,1929,1929,1939,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1363,199,1888,"1","1","Miner",33.2,1898,1898,1898,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
2381,550,1914,"1","1","Coastguard",57.72,1929,1929,1930,NA,16,"0",NA,NA,NA,NA,NA,NA,NA,NA
1157,101,1879,"1","1","Sailor",50.99,1886,1886,1892,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
2038,369,1905,"1","1","Stoker",56.47,1917,1917,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1041,38,1874,"1","1","Saddler",50.31,1881,1881,1887,NA,13,"0",NA,NA,NA,NA,NA,NA,3855,29
1473,253,1897,"1","1","Labourer",34.52,1904,1904,1911,NA,14,"0","1",NA,NA,NA,NA,NA,NA,NA
1942,1004,NA,"1","1","",NA,1915,1915,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2096,398,1914,"1","1","Butcher",50.81,1919,1919,NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA,NA
1788,1004,1905,"1","1","",NA,1911,1911,1920,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
1396,220,1891,"1","1","Carpenter",50,1900,1900,1900,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
1213,1,1882,"1","1","Farmer",51.61,1889,1889,1891,NA,9,"0",NA,NA,NA,NA,NA,NA,NA,NA
1001,2,1871,"1","1","Master.Mariner",61.88,1877,1877,1885,NA,14,"0",NA,NA,NA,1464,NA,1,3917,61
2077,388,1906,"1","1","Sub.Lieut.R.N.S.",79.41,1918,1918,1918,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
2371,546,1924,"1","1","Farm.Labourer",52.02,1929,1929,1938,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1027,26,1874,"1","1","Labourer",34.52,1880,1880,1886,NA,12,"0",NA,NA,NA,NA,NA,NA,NA,NA
1035,33,1874,"1","1","Labourer",34.52,1881,1881,1886,NA,12,"0",NA,NA,NA,NA,NA,NA,NA,NA
1042,39,1874,"1","1","Mason",49.9,1881,1881,1888,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
2394,561,1924,"1","1","Fisherman",52.66,1930,1930,1938,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1008,9,1871,"1","1","Labourer",34.52,1878,1878,1885,NA,14,"0",NA,NA,NA,NA,NA,NA,3973,88
1068,57,1875,"1","1","Labourer",34.52,1883,1883,1888,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1455,57,1896,"1","1","Labourer",34.52,1903,1903,1906,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
1502,1004,1899,"1","1","",NA,1906,1906,1910,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
1107,44,1874,"1","1","Labourer",34.52,1885,1885,1885,NA,11,"0",NA,NA,NA,NA,NA,NA,NA,NA
2484,558,1928,"1","1","Farmer",51.61,1934,1934,1943,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
2593,698,1934,"1","1","Labourer",34.52,1939,1939,1941,NA,7,"0","1",NA,1,NA,NA,NA,NA,NA
1158,102,1878,"1","1","Labourer",34.52,1886,1886,1890,NA,12,"0",NA,NA,NA,NA,NA,NA,NA,NA
1058,49,1871,"1","1","Carpenter",50,1882,1882,1885,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1737,305,1900,"1","1","Coastguard",57.72,1911,1911,1913,NA,13,"0","1","0",1,NA,NA,NA,NA,NA
1433,187,1894,"1","1","Labourer",34.52,1901,1901,1909,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
1324,60,1889,"1","1","Labourer",34.52,1896,1896,1903,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1236,1004,NA,"1","1","",NA,1890,1890,1890,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1094,71,1876,"1","1","Labourer",34.52,1884,1884,1888,NA,12,"0",NA,NA,NA,NA,NA,NA,NA,NA
1971,338,1911,"1","1","Soldier",38.7,1916,1916,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
3011,980,1949,"1","1","Clerk",58.68,1953,1953,1960,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
1253,1004,NA,"1","1","",NA,1892,1892,1892,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1316,174,1888,"1","1","Labourer",34.52,1895,1895,1902,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
2161,435,1915,"1","1","Sailor",50.99,1921,1921,1931,NA,16,"0","1",NA,1,NA,NA,NA,NA,NA
2481,556,1928,"1","1","Labourer",34.52,1934,1934,1942,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1381,210,1893,"1","1","Labourer",34.52,1899,1899,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1471,210,1898,"1","1","Labourer",34.52,1904,1904,1910,NA,12,"0",NA,NA,NA,NA,NA,NA,7334,57
2204,456,1919,"1","1","Painter",38.33,1923,1923,1930,5,11,"0","1",NA,1,NA,NA,NA,NA,NA
1011,12,1871,"1","1","Carpenter",50,1878,1878,1884,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1946,1004,1911,"1","1","",NA,1915,1915,NA,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA
1221,126,1883,"1","1","Labourer",34.52,1889,1889,1895,NA,12,"0",NA,NA,NA,NA,NA,NA,NA,NA
1286,157,NA,"1","1","Fisherman",52.66,1893,1893,1893,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1020,20,1872,"1","1","Signalman",47.79,1879,1879,1886,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1479,207,1898,"1","1","Labourer",34.52,1904,1904,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
1216,109,1882,"1","1","Master.Mariner",61.88,1889,1889,1890,NA,8,"0",NA,NA,NA,NA,NA,NA,NA,NA
1320,177,1882,"1","1","Merchant",60.31,1895,1895,1896,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1346,190,1890,"1","1","Farmer",51.61,1896,1896,1903,NA,13,"0","1","0",1,NA,NA,NA,4348,75
2292,1004,1920,"1","1","",NA,1926,1926,1926,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
1242,134,1883,"1","1","Sailor",50.99,1891,1891,1898,NA,15,"0",NA,NA,NA,950,57.72,4,4362,83
2596,659,1934,"1","1","Labourer",34.52,1939,1939,1949,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
1745,NA,1902,"1","1","Boatman",57.2,NA,1911,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
2573,687,1933,"1","1","Labourer",34.52,1938,1938,1948,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
1952,333,1909,"1","1","Farmer",51.61,1915,1915,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1076,63,1876,"1","1","Farmer",51.61,1883,1883,1890,NA,14,"0",NA,NA,NA,933,51.61,3,NA,NA
2551,673,1929,"1","1","Farmer",51.61,1937,1937,1938,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
1347,191,1889,"1","1","Labourer",34.52,1896,1896,1903,NA,14,"0","1","0",1,NA,NA,NA,4462,60
1145,96,1876,"1","1","Carpenter",50,1886,1886,1886,NA,10,"0",NA,NA,NA,NA,NA,NA,NA,NA
1325,29,1890,"1","1","Labourer",34.52,1896,1896,1903,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1440,1004,1888,"1","1","",NA,1901,1901,1902,NA,14,"1",NA,NA,NA,NA,NA,NA,NA,NA
2741,789,1939,"1","1","Farmer",51.61,1945,1945,1954,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
1009,10,1871,"1","1","Shoemaker",47.38,1878,1878,1885,NA,14,"0",NA,NA,NA,NA,NA,NA,4508,36
